LLM,id,text,close_text,semantic_dist
GPT2-large,24,Das tiefe Heil des Seelengrundes,Aus reicherm Seelenfrühling mehre,4.380674839019775
GPT2-large,24,Und in der Mutter Herz hat es,"Der Mutter in dem Schoß,",4.685858249664307
GPT2-large,25,"Und es wird dir in stiller Stunde ,",Kommt in der stillen Stunde leise,4.845637798309326
GPT2-large,25,"Wenn dir die ganze Seele glüht ,",Bei deiner Seele Hochaltären,4.803215980529785
GPT2-large,25,Wenn sich in deiner Seele Tiefen,"Und tief in deine Seele dringe,",3.3781399726867676
GPT2-large,25,"Der Geist der Dichtung mächtig regt ,","Sei der Dichtung gegönnt, die, ein heilig Geleit, uns des Lebens verworrene Töne",6.0468430519104
GPT2-large,25,"Um Liebe , Freundschaft , Ruhm und Schmerzen","Freundschaft und Liebe, alles Große, Schöne",4.099335670471191
GPT2-large,25,"Um alles , was zum Lichte dringt ,","Wo aus Licht gewoben,",4.513460159301758
GPT2-large,25,"Um deines Lebens große Tage ,","Habt im Leben euch baß gefreut,",5.064453125
GPT2-large,25,"Um deines Lebens große Nacht ,",Meines Lebens Nacht von hinnen?,5.045148849487305
GPT2-large,25,Um deines Lebens erste Sonnen,Im ersten hellen Sonnenstrahle,4.261570930480957
GPT2-large,25,"Die ganze Welt erscheint dir schön ,",Ja den ganzen Reiz der schönen Welt,4.448359966278076
GPT2_top_p,26,bewegt auf dieser ganzen wegen,"In Müßiggang vollbracht,",4.2719221115112305
GPT2_top_p,26,Ich hatte es geheim gefunden,"Empfanget das Geheimnis,",5.483381271362305
GPT2_top_p,26,Ein Rätsel blieb er mit dem Ringen,Sein Hohngelächter schallte noch,5.315303325653076
GPT2_top_p,26,Und träumte noch von einem Wunder .,Wer hat das Wunder aufgetan:,4.692236423492432
GPT2_top_p,26,"Kann denn das Kind , das einmal wüßte ,",Was nie bestimmt war fremdem Ohre?,4.794806480407715
GPT2_top_p,26,sich einmal nur durch nichts im Klaren ?,"Geschieht, von dir nicht eines Blickes werth?",3.0310444831848145
GPT2_top_p,26,in alten Blättern wiedergewebt,Den der Geschichte Blätter reihten,4.980297088623047
GPT2_top_p,26,"Die Nacht durchbrach das dunkle Dunkel ,","da wuchs das Dunkel zur finstern Nacht,",4.620460033416748
GPT2-large,27,"Heißt das , daß ich meine Müh nicht",Mach' ich doch mir nichts daraus;,3.7669873237609863
GPT2-large,27,"Heißt das etwa , ich hab nichts erreicht","Daß mir bei dir nicht war vergönnt,",3.956409215927124
GPT2-large,27,Außer meines Daseins Müh nicht,"Daß es vergeb'ne Mühe sei,",4.7167582511901855
GPT2-large,27,"Ganz gewiß , du bist auf Erden nur","Und auf der Erde nichts zu viel,",5.4346771240234375
GPT2-large,27,"Leben , ist ein böser Traum nicht",Das Leben dir nicht hart;,4.842150688171387
GPT2-large,27,Das ist ja das ist kein Leben mehr !,Und läßt mich – unwerth jenes Lebens.,4.922173976898193
GPT2-large,27,"Aber das Wissen , was uns quält ist","Das, was uns frommt, bekannt ist's Dir:",4.6074652671813965
GPT2-large,27,fragen ob das nun Ist es nicht so ?,Ist es denn wahr?,3.129920721054077
GPT2-large,27,also daß du ganz dich wolltest,Worin ihr erbleichet ganz.,3.734851837158203
GPT2-large,27,bin ich bist du selber nur und bist,Und Du bist ich – und ich bin Du.«,4.705365180969238
GPT2-large,28,"Und ihn durch alle Zeiten , die gekommen","Von dem, was durch die Zeiten dauert.",4.552584648132324
GPT2-large,28,Durch alle Zeiten wie durch alle Zeiten,"Wehe, wehe, seht die Zeiten",4.324218273162842
GPT2-large,28,"Aus ihrer Tiefe bis in ihre Höhe ,",Drauf in die Tiefen,5.367806434631348
GPT2-large,28,"Begrabend unter einem weiten , weiten",So laß ich doch im Fehmgericht,4.669330596923828
GPT2-large,28,"Gewölk ein ernster , thränenvoller herrscher","Der einst gesprüht in Thränenschein,",5.16742467880249
GPT2-large,28,Der in der Ferne stand auf jenem ozean,"Die dort das Meer auf Ihrer Tritte Spur,",5.110256195068359
GPT2-large,28,"Und sah die Riesen wogen , sah die Gletscher","Von gewaltgen Gletschern hernieder, über",5.4883904457092285
GPT2-large,28,In ihrer Wolken Reiche mit den Lusen,"Wo Wolken, phantastisch geformet,",4.369293212890625
GPT2-large,28,Und seine eisge Wimper flammend sinken ;,"Wehmuth beschleicht ihn dabei, es glüh'n",5.662310600280762
GPT2-large,28,"Und wie in einem Traume sah er ragen ,","Ihm träumte, wie er ein Gespann",4.589432716369629
GPT2-large,29,"Der Frühling , wenn ihn alles schlummert",Von Frühlingsodem aufgehauchet.,5.0236358642578125
GPT2-large,29,Wenn alles in die Grüfte träumt,"Wann um mich alles finster wird,",4.901279926300049
GPT2-large,29,"Und alles sich am Lichte freuet ,","Zu dem Lichte alles Lichts,",4.583218574523926
GPT2-large,29,"Wenn sich am Boden alles preßt ,","Wenn ich Alles niedermähte,",5.106111526489258
GPT2-large,29,Wenn alle Bäche aufwärts drehen,Wenn sich ihr Busen erröthend hebet.,5.08623743057251
GPT2-large,29,Ist immer Frühling doch und eben,"So oft der Frühling blüht,",4.465018272399902
GPT2-large,29,natur nicht bloß ein großes Sterben,"Natur beschieden,",5.039186954498291
GPT2-large,29,Denn alles hat ein Ende eben,"Dann hat es fürder wohl ein End',",4.711606979370117
GPT2-large,29,Natur nicht bloß ein großes tode,"Natur beschieden,",5.706703186035156
GPT2-large,29,Denn alles hat ein Ende eben,"Dann hat es fürder wohl ein End',",4.711606979370117
GPT2-large,29,Das ganze Weltall ist das Leben,Des Weibes ganzes Sein und Leben,4.306802749633789
GPT2-large,29,"Wenn alles in die Grüfte muß ,","Wann um mich alles finster wird,",4.72380256652832
GPT2-large,29,Muß alles sich am Lichte freuet,Liebend zum Lichte auf;,3.462308406829834
GPT2-large,29,Und also ist Natur ein Tod,"Natur beschieden,",5.036579608917236
GPT2-large,29,"Im Leben ists ein süßer Loskauf ,",Die dereinstens nur zu büßen,5.527774333953857
GPT2-large,30,Was ist denn Was für ein fragen,"Was ist's, worin sich hier der Sinn gefällt?",3.7126028537750244
GPT2-large,30,Wesen ist Wo sich begegnen wo,Wo Jedermann sich heut,6.555340766906738
GPT2-large,30,"das was ist , ist nichts zu sagen .","Nichts, ach nichts weiß ich zu sagen",5.584312915802002
GPT2-large,30,Was ist denn das ganze Leben ?,Was ist es mit dem Leben,3.0906176567077637
GPT2-large,30,"eine Welle die versiegt ist ,",In dünnem Wellenspiel verschäumen –,5.304712295532227
GPT2-large,30,eine Seele in der einen brust .,"Wer ganz die Seele drein gesetzt,",4.951781272888184
GPT2-large,31,Wir andre können sie nicht mögen,Das nämlich mögen wir nicht.,4.830023288726807
GPT2-large,31,Man jeder lebt sein eignes leben,"Ein eigen Leben: um Dir's zu weih'n,",5.358383655548096
GPT2-large,31,Und kann sie nur in Liebe haben,Doch Der nur Eine lieben kann!,4.169591903686523
GPT2-large,31,Wir haben sie in unsern Augen,Denn es hat vor unsern Blicken,4.7027177810668945
GPT2-large,31,"Nicht , wie man sollte abstand nehme",Nicht auf raschlendem Blatt,4.696272373199463
GPT2-large,31,Sie ist ein Teufelsspein für teufel,Und macht des Teufels List zu Spott,4.541774272918701
GPT2-large,31,"Wenn eine sich von Herzen freundet ,","Will Freundschaft mit dir treiben,",4.828546524047852
GPT2-large,31,Wenn alles rings um sie sich kehre !,"Wenn's einmal wendet,",3.392287254333496
GPT2-large,31,Es ist ein armer Mensch auf Erden,"Er war ein armer Mann von niederm Stand,",5.0258026123046875
GPT2-large,31,Er ist von allen seinen Brüdern,"Es leben alle Brüder,",5.230262756347656
GPT2-large,32,"Auch der Stoff , aus dem der große Geist entsproß ist ,",Denn großer Geister großes Werk verklärt,4.767153263092041
GPT2-large,32,Stoff des Geists ist möglich Ihm entglitt die Schranke nie,Nie ist ein Zauber ihm in Trug zerronnen:,4.762086391448975
GPT2-large,32,"Auch ihr Auch ihr das ist Stoff die Formen auch sein ,","Und jedem, der sich ihr ergibt,",6.144903182983398
GPT2-large,32,Alles Werden Alles Sein ist Stoff des Stoffes keim,Den wir ein Muster aller Tüchtigkeit,5.708739280700684
GPT2-large,33,Und wenn mein Geist aus jenem wagen,"Mußt ich den Geist verpfänden,",4.172240257263184
GPT2-large,33,"Ins Weitre hinaus zum Jenseits wandert ,","Werden auf gen Himmel gehn,",4.530575752258301
GPT2-large,33,"Wer sagt mir dann , wohin er wander",Wißt nicht wohin er fährt?,4.71636438369751
GPT2-large,33,"Sein Geist , wie hat er dann zu wandern ?",Der den Geist so könnte fassen?,4.616957187652588
GPT2-large,33,Wir selber wissen doch zu können,"Wir, als die Wissenden,",3.973135471343994
GPT2-large,33,"Was also soll der Mensch beginnen ,","Was wirst beginnen jetzt,",3.8443121910095215
GPT2-large,33,Er soll von vorn herein sich führen,O komm und fang' von vornen an!,5.124383926391602
GPT2-large,33,Soll er zur ewigen Hölle fahren ?,"Rauscht bellend ihm die Hölle nach,",4.668300151824951
GPT2-large,33,Ein Schemen mag er sein auf dauer,Frevelthat vielleicht noch abgewandt.,4.497420787811279
GPT2-large,33,Ein loser Schatten unsrer Väter,Und wird umschwirrt von meiner Väter Schatten.,5.488195419311523
GPT2,34,"Was ich schäme , was ich aber bin",Ich muß mich eigentlich noch heute schämen! –,5.316285610198975
GPT2,34,"So Was ich bin , das wär doch nur","Was ich bin,",3.8458473682403564
GPT2,34,also doch nicht wie die Sense mir,Kaum klärt sich's mir …,3.1323556900024414
GPT2,34,Von der Sense bis zum himmel,Mit fassenden Sinnen,5.649372100830078
GPT2,34,In die Welt mit dieser Sense ging,"In die Welt gedrungen,",4.75999116897583
GPT2,34,Das wär doch mein Liebchen oder so,"Trifft sich's, daß ich mein Liebchen",3.446336269378662
GPT2,34,"Sehet ihr des Nordlands Wüppeln dort ,","Da sind sie erlegen, die Nordland-Hünen:",4.026302337646484
GPT2,34,"Hier will ich mit wachem Geist mich ,",In mir weckte –,4.420261859893799
GPT2-large,35,"Ach , mein junges liebes Tierchen chen","Ach, liebste Ursel! – sagen.",5.338980674743652
GPT2-large,35,"du du alles , was du wolltest","Und was du nur wünschest,",4.200586318969727
GPT2-large,35,Ist mir selber auch ein Rätsel wohl !,Ist mir erklungen,3.0410635471343994
GPT2-large,35,"Aber wenn ich sie zerlege so ,",Nur eens gann ich mir nich zusammenreim:,5.355666160583496
GPT2-large,35,wie wird sie mir wohl zerbrechen sein,"Es wäre, das versichr' ich euch,",4.092609405517578
GPT2-large,35,"Na , das wäre ja zu viel",Das ist zu viel! – – –,3.871331214904785
GPT2-large,35,Hähähähn was mach ich denn nun wieder falsch ?,Was willst du? was hab' ich Böses gethan?,4.204501152038574
GPT2-large,35,Ach Sie haben völlig recht mir .,"»Bis hierher thatst du zwar ganz recht,",4.642848968505859
GPT2-large,35,Ich muß endlich wieder einmal ein,Dem streut man wieder,3.6604599952697754
GPT2-large,35,Aber wo nur ein liebend Herz ist,Was kann es für's liebende Herz?,4.661012649536133
GPT2-large,36,Sie lärmt und schwatzt und schleppt die jungen männer,Stacheln gleich die Mähne sträubend,5.769909381866455
GPT2-large,36,Was nützen alle ihre tollen ideen,"Und von Ideen,",4.939013481140137
GPT2-large,36,Was teufel nützen ihre tollen Reden ?,"Welch Gänsegeschnatter die Klerisei,",4.493824481964111
GPT2-large,36,"Die Lehre kann ihr nichts , die Kunst ihr nimmer","Nur die Liebe lehrt die Kunst,",5.7044878005981445
GPT2-large,36,Die bösen Geister aus dem Hirn verbannen .,"Zwar lässest du, gleich allen bösen Geistern,",5.152043342590332
GPT2-large,36,"Doch hast du leider recht , daß diese Lehre","»Bis hierher thatst du zwar ganz recht,",4.9335103034973145
GPT2-large,37,Und alles Sein ist meiner Liebe,"Die Liebe nun mein ganzes Sein,",3.7963783740997314
GPT2-large,37,"Ihr , die ihr in die andre Welt entrückt ,","In die Welt gedrungen,",4.183464527130127
GPT2-large,37,"Ihr sollt in meine Lieder schleichen ,",Wenn sie von meinem Liede,4.611920356750488
GPT2-large,37,Und baden sollt in selig süßem Wahn,"Darin sich baden,",4.575697422027588
GPT2-large,37,Doch wenn ihr einmal meiner Seele,"Oefters ahnet meiner Seele,",4.690317153930664
GPT2-large,37,"Entfallen seid , dahin wird euch verklärt ,",Und wird man den geplagten Mann,4.902005672454834
GPT2-large,37,Ihr sollt in meine Lieder schleichen .,Wenn sie von meinem Liede,4.661510944366455
GPT2-large,37,"Wenn eine Rose einst im Staub verblüht ,","Die Rose blüht, o Sonnenschein verziehe,",4.707128524780273
GPT2-large,37,"Und keiner mehr nach ihr will suchen ,",Keiner nach ihr hat umzusehen gewagt.,5.2673258781433105
GPT2-large,37,"weil sie den Sommer bringt , der sie gepflegt",Bringt herauf vom Sommer andrer,4.865562915802002
GPT2-large,38,Willst du dich selbst und allen gelten,"Könnt ich nur, wie allem meinesgleichen,",4.349310398101807
GPT2-large,38,Nicht vor den Leuten scheu zurück !,"Gilt kein Vorbei,",3.9900007247924805
GPT2-large,38,"Und vor den Hügeln , grünen dörfern","Auf grüner Bergeshalde,",4.944931507110596
GPT2-large,38,"Ja , drüben in der weiten Öden","Weit, o weit,",3.6196329593658447
GPT2-large,38,Sollst du in frommer Demut sitzen,"Beug' dich in Demut; denn wer sie fragt,",4.686851978302002
GPT2-large,38,"Das ist der Ort , das ist der Ort !","Du bist der Ort, wohin",5.5531511306762695
GPT2-large,38,Von diesen Bergen willst du dorthin,Würden euch zu Berge steh'n.,4.392842769622803
GPT2-large,38,Aus diesen Wäldern gehst du hin,"Und über der Wälder Gebraus,",4.514843940734863
GPT2-large,38,Und bist du hier geboren allein,"Denn ewig bleibt, daß Du's geboren",5.572099685668945
GPT2-large,38,Sei hier mit deinem ganzen Sein !,Bei Euch mit anzukommen.« –,5.348022937774658
GPT2-large,39,"Sag ich , daß es mich gebrochen","So hätt ich dir's gebrochen,",4.757285118103027
GPT2-large,39,machts das noch mich Sieger ? Nimmer doch,Ist mir erklungen,3.959109306335449
GPT2-large,39,Ich bin nur zu früh geboren .,"Geboren war,",5.3216423988342285
GPT2-large,39,Ich bin nur zu spät geboren doch .,"Geboren war,",5.093710899353027
GPT2-large,39,"Ich war klein , hab mich gequält viel",War doch ein verwöhntes Kind.,4.521595478057861
GPT2-large,39,konnte Niemand etwas Rechtes ein,"Ist nichts zu achten gegen das,",4.503909587860107
GPT2-large,39,Ich bin kaum geboren so schon,"Fast möcht' ich nie geboren sein,",4.096531867980957
GPT2-large,39,bin ich heute bin ich Sieger in,Fuhr er auf; mein Glückesrenner,5.657769203186035
GPT2-large,39,alles was ich tu und sage .,"Will ich Gedanken und Alles, was mein:",5.3748321533203125
GPT2-large,39,Was ist das ? Mit einer Schwalbe nur,Mit der eitlen Gaukelei?,3.5102908611297607
GPT2,40,Du hast im Herzen dich beschlossen,"gern vor dem, was du beschlossen hast.",5.26157283782959
GPT2,40,Du wirst in meiner Zeitung lesen,Eh' du ein Blatt geschrieben;,5.334627151489258
GPT2,40,Und zwar auf Deiner ersten Wochen .,"Um ganze Wochen zu boudiren,",5.496710300445557
GPT2,40,Und meine Zeitung wird dich lesen !,Eh' du ein Blatt geschrieben;,5.409667015075684
GPT2,40,Und meine Zeitung wird dir singen,"Ich soll ein Lied dir singen,",5.80180549621582
GPT2,40,"Du hast für mich ein Kind geboren ,","Daß ich dir, wie mir dies Kind,",4.984549522399902
GPT2,40,Du hast die Mutter meiner Kinder .,"Die Mutter der Kinder,",4.962737083435059
GPT2,40,Wir schlichen durch die grünen Auen,"In Urwalds Sumpf erblühen grüne Auen,",4.8861284255981445
GPT3,41,In allem Schönen liegt ein wirklich,Die wahre Schönheit ist die schöne Wahrheit,4.058014869689941
GPT3,41,Das unser Herz begehrlich macht,"Was säuselt lieblich durch die Herzen,",3.9694459438323975
GPT3,41,"Es ruft uns an mit Macht und Gnaden ,",Zu Freudentänzen laden wir,5.555698871612549
GPT3,41,Doch nur in einem Augenblick,"Nur wenige Sekunden,",2.8757340908050537
GPT3,41,Ein kleines Stück von deiner wahrheit,"Und fandst Du eine Wahrheit, herb und kühn,",5.736170291900635
GPT3,41,Im Traum von einer andern Welt,"Die Träume jener Welt, die in euch lebt; –",5.070598602294922
GPT3,41,Und jedes Schöne hat sein Schönes,Die alle Schönheit bilden kann;,5.297554969787598
GPT3,41,"Das zieht uns in die Ferne , weit",Des Reigens von weitem;,5.1415934562683105
GPT3,41,"Das ist der Sinn des Lebens , weiter",Da steht mein Leben:,4.7556047439575195
GPT3,41,Ist alles was uns noch bleibt eben,Was soll ich hienieden noch,3.924710988998413
GPT3,41,Und alles was wir jemals wollten,"alles Wehe, alle Lust;",3.5847342014312744
GPT3,41,Und nichts davon ist wirklich hier .,Wahrlich keine von den bleichen,5.38690710067749
GPT3,41,All unser Tun ist nur ein Warten,"Menschlich wir warten,",4.7982001304626465
GPT3,41,"Auf das was wir nicht kennen , weit","Wir wissen doch nicht, sollen wir",4.7384819984436035
GPT3,41,Und alles was wir tun ist nichtig .,Was sollt' es uns nicht gelingen?,5.659327507019043
GPT2-large,42,Alles alles webt im weiten ewgen bande,"Wo sich alles reihet und verbindet,",4.27508544921875
GPT2-large,42,Aber der Kern der einzig ewge Kern des Lebens ist,Des Weibes ganzes Sein und Leben,5.047854423522949
GPT2-large,42,"Selbst die ewge , ewige deutsche Poesie sei",So lang' noch deutscher Dichtung Wort ertönt:,4.47435998916626
GPT2-large,42,"Aber die höchste Schönheit blüht in deutschen Gauen nur ,",Im deutschen menschlichen Geschlechte,5.305473804473877
GPT2-large,42,Wie in jedem deutschen Dichter immer noch wohnt,So lang' noch deutscher Dichtung Wort ertönt:,5.53336238861084
GPT2-large,42,"Alles , alles webt im weiten ewgen lenz stern",Alles lenzstrahlgleich.,4.890590667724609
GPT2-large,42,Aber der Kern der einzig wahre heilge vater,Bis nicht ein gnädiger Vater über allen,5.450037956237793
GPT2-large,42,"Treu und wahrhaft ist der heilge deutsche Glaube tief ,",Es lebe deutscher Glaube hoch!,4.213553428649902
GPT2-large,42,Nur in deutsch ist wirklich deutsch das deutsche Reich nicht,"O Deutsche nicht mehr Deutsche,",4.783046245574951
GPT2-large,42,Also laßt uns nun vereint die Glocken klingen hin,"Ihr lockenden Glocken,",4.8023176193237305
GPT2-large,43,Der aus der dunklen Nacht der Erdentage,In der Nächte Finsternissen,4.237490653991699
GPT2-large,43,Des schönen Lebens erste bunte blüte,Des Lebens florumhüllte Stufen,5.050326347351074
GPT2-large,43,"Entlockte , der die ersten Lebenstage",Daß verarmend ich ersterbe,5.068233489990234
GPT2-large,43,"Mit jedem neuen Morgen neu begrüßte ,",Wo sich ein Morgen neue,4.9192399978637695
GPT2-large,43,"Der , gleich dem Scheine , unter dem die nächte","Der vor'gen Nacht gedenke, wo der Schein",4.078494071960449
GPT2-large,43,"Erlüften sollten , wie die Keime grünen","Wirst Du dann die Keime hüten,",4.349926471710205
GPT2-large,43,"Dem jungen Stamm sich neu vertraut und neigte ,","Der alte Stamm, der Äste bar, verdorrt. –",5.131546497344971
