LLM,id,text
GPT2-large,48,Der kann nicht immer echter Weise hoffen .
GPT2-large,48,"Warum will mancher , daß man ihn verdamme ?"
GPT2-large,48,Daß endlich einmal einer einmüthig sage
GPT2-large,48,Daß er der ganzen Welt was Gutes täte !
GPT2-large,49,Ich hab am Ende meines jahren
GPT2-large,49,die mir die ganze Welt gegeben
GPT2-large,49,dafür ein großes Glück erfahren
GPT2-large,49,durch viele tausend kleine Gaben
GPT2-large,49,"bewegt von lieben , treuen schwestern"
GPT2-large,49,Ich weiß ein Kind das ist mein enkel
GPT2-large,49,"dabei ein großer , weißer Engel"
GPT2-large,49,dahin ein großer weißer Engel
GPT2-large,49,Dahin wie Engel ohne Flügel
GPT2-large,50,Da kams wie Geisterruf durch alle ebenen
GPT2-large,50,Und ihre Häupter sahst du plötzlich grünen
GPT2-large,50,"Und ihre Kronen in des Himmels Räumen ,"
GPT2-large,50,Und plötzlich fiel von allen deinen Peinen
GPT2-large,50,Die Last der Sünde ab und schwand im guten
GPT2-large,50,Und plötzlich ward ein neues Bild dir helle
GPT2-large,50,"Es war in deinem Busen , deiner Seele ."
GPT2-large,50,"Als Christus , den der Böse niederzwungen ,"
GPT2-large,50,"Den Feind zu Fall gebracht , als du von Sünden"
GPT2-large,50,Den Bann zerbrochen hast und deiner Krone
GPT3,51,Was ist das für eine melodie
GPT3,51,Ich ertappe mich dabei nicht
GPT3,51,null zu singen oder zu klatschen hat .
GPT3,51,Das ist weil ich so bin
GPT3,51,Nur ein Teil von irgend etwas sein
GPT3,51,will ich Wäre es nicht so spät
GPT3,51,Würd ich jetzt nach Alter Erde sehn
GPT3,51,Aber was solls ich lieg im Bett so
GPT3,51,Wie ich bin und bin nicht eben
GPT3,51,So wie das ist auch nicht ganz schlecht
GPT3,51,Eins zwei drei vier fünf sechs sieben acht
GPT3,51,Das ist alles was ich sage
GPT3,51,Ich will mich nicht mehr so viel
GPT3,51,Das ist alles was ich sage
GPT3,51,Das ist alles was ich sage nur
GPT2-large,52,Es wieder kommt des Lebens Morgen
GPT2-large,52,"gesang Er kommt , wird kommen , werden !"
GPT2-large,52,Es wieder kommt des Lebens Morgen
GPT2-large,52,Die Zukunft ist nicht in den Haaren .
GPT2-large,52,Die Zukunft ist nicht in den Haaren .
GPT2-large,52,Es wieder kommt des Lebens Morgen
GPT2-large,52,Die Zukunft ist nicht in den Haaren .
GPT2-large,52,Es wieder kommt des Lebens Morgen
GPT2-large,52,Die Zukunft ist nicht in den Haaren .
GPT2-large,53,Ach ! Was haben Sie für Sensen hier
GPT2-large,53,"Ach , Sie meinen Sensen gut hin"
GPT2-large,53,hätten gar nicht erst geschossen dann ?
GPT2-large,53,"Na , das wäre ja zu viel !"
GPT2-large,53,Wenn mir nur die rechten zwei sind
GPT2-large,53,ah das wäre ja so viel
GPT2-large,53,Wenn die rechten zwei sich trafen dort ?
GPT2-large,53,Dann hat es den ganzen norden .
GPT2-large,53,Was gäb denn dem Mann die Ehre noch .
GPT2-large,53,du bist so was bist du denn dann ?
GPT2-large,54,"Wenn ich nichts ja , nichts nein kann"
GPT2-large,54,ohne s muß doch was gehen dann .
GPT2-large,54,Schlummre klein und laut und allein
GPT2-large,54,das das das will ich will das nicht mein
GPT2-large,54,das will noch die ganze Welt sein
GPT2-large,54,Schlummre klein und laut und ganz mein
GPT3,55,"Denn alles , was ein Christ betrachten würde"
GPT3,55,"ist Hölle , Teufel , Tod und alle Sünde ."
GPT3,55,"Ach , stehe lieber strohdumm auf dem berge"
GPT3,55,Als immer daß man klug und weise würde .
GPT3,55,"Das ist die Lehre , die sie jedem geben"
GPT3,55,Und soll sie niemand frommen Herzens leben .
GPT3,55,"Ach , könnt ich nun dies alles nur erfüllen"
GPT3,55,"Ich glaube , lieber Gott , Du wirst es wollen ,"
GPT3,55,Denn viel zuoft verirr ich mich im lager
GPT3,55,Und such nach leichter Beute wie ein Jäger
GPT2-large,56,"Man betet zu ihr , wenn man einsam wartet"
GPT2-large,56,"Doch betet man nicht einsam , wenn man betet !"
GPT2-large,56,Es gibt ein Land in diesen weiten ebenen
GPT2-large,56,the old the old homeof genannt der Denker ;
GPT2-large,56,"Mit seinem Apfelbäumchen , seinen feldern"
GPT2-large,56,"Und hinter seinen Wiesen , grünen Wäldern ;"
GPT2-large,56,Mit aller seiner Berge steilem falle
GPT2-large,56,Mit aller seiner Ströme dunkler Fülle
GPT2-large,56,Und wiegend wogen mit dem weiten welle
GPT2-large,56,Mit aller seiner Berge schroffem falle
GPT2-large,57,Ist ein großes Werk gesehen
GPT2-large,57,"ja wer weint , der lacht und das macht"
GPT2-large,57,Ist die Arbeit denn nicht recht
GPT2-large,57,in der man sein ganzes Sein versenkt
GPT2-large,57,wenn die Stunde schlägt zur rache
GPT2-large,57,also das ist schwer zu sagen usw
GPT2-large,57,wer will sagen wann und wo ich
GPT2-large,57,also will mit was was sage
GPT2-large,57,wer will sagen wann und wo ih
GPT2-large,57,doch mit was was anders sage ich
GPT2-large,58,Wir sind in den Krieg gefahren nun
GPT2-large,58,aber es war ein guter vater
GPT2-large,58,sondern ich hab was gelernt
GPT2-large,58,aus der Schlacht zu Hause wieder
GPT2-large,58,habe in der Schlacht verloren nur
GPT2-large,58,doch nichts kann ich als ein esel
GPT2-large,58,müssen doch beizeiten noch ein .
GPT2-large,58,"eine andre Art und Weise ,"
GPT2-large,58,wirklich in der Welt zu sein scheint
GPT2-large,58,wenn das so mit mir gewesen
GPT2-large,58,Eine andre Art und Weise sich
GPT2-large,58,wohl zu fühlen an dem Wesen
GPT2-large,58,wohnen in dem gleichen andren fort
GPT2-large,58,geht es mir wie dir Und schied dann .
GPT2-large,58,"Eine andre Art , ein andre Art"
GPT2-large,59,Das war wohl ein schlimmer Irrtum eben
GPT2-large,59,"Sie war Ach , das tut mir so gut"
GPT2-large,59,Wie kann sich das schicksal geben mir ?
GPT2-large,59,"Ach , was ist ein Menschenleben ,"
GPT2-large,59,ist ein Sandkorn in der Wüste sein
GPT2-large,59,groes gewicht und eine groe Ach
GPT2-large,59,Das ist ich kann es nicht mehr sein .
GPT2-large,59,O ich werd dich einst nicht mehr mein
GPT2-large,59,bitte Gott im Himmel ihn ein .
GPT2-large,59,Ich Ich Du Es war nicht so schwer !
GPT3,60,"damit Nichts ist , warum ist möglich"
GPT3,60,ist es ein Traum ? ein ferner zauber
GPT3,60,ein ozean Wunder voller Wunder ?
GPT3,60,ist es des halb weil es Magie ist ?
GPT3,60,Das Leben ist ein großes Rätsel
GPT3,60,Ein unbegreiflich grosses rätsel
GPT3,60,Doch vielleicht ist Nichts auch ein Rätsel ?
GPT3,60,Ein unbegreiflich grosses rätsel
GPT3,60,Das wir nicht besser lösen können
GPT3,60,"Als Plato , Kant und Jakob haben"
GPT3,60,Sie allein konnten es nicht heben
GPT3,60,Das Nichts vom Nichts genau zu kennen
GPT3,60,Wir werden es nicht besser wissen
GPT3,60,Als also diese drei es können
GPT3,60,Das große rätsel Nichts zu kennen
GPT2-large,61,Der Selbsthaß ist des Menschen höchste zelle
GPT2-large,61,Denn richtig hassen lernt er nur durch wollen
GPT2-large,61,Des Hasses ist die höchste Kraft der Seele .
GPT2-large,61,Er wird wie Wasser fließen in der Wellen
GPT2-large,61,Wenn du nicht gleichst an deiner Art zu sagen
GPT2-large,61,Er wird sich zeigen mit den ersten kindern
GPT2-large,61,Der Selbsthaß ist des Menschen Fluch und Segen .
GPT2-large,61,"Er öffnet weit des Wesens dunkle Tore ,"
GPT2-large,61,Wenn du nicht gleichst an deiner Art zu bauen
GPT2-large,61,Er öffnet weit des Wesens dunkle brücken
GPT2-large,61,"Er läßt dich wissen welches deine Gaben ,"
GPT2-large,61,Er raucht umsonst mit dir das Eden zu rauchen
GPT2-large,61,"Denn deine Stärke kannst du nimmer halten ,"
GPT2-large,61,Wenn du nicht gleichst an deiner Art zu bauen .
GPT2-large,62,Man stellt sich gegen eine Gottesstimme
GPT2-large,62,Hat man sich erst Die Stimme eines neuen
GPT2-large,62,"Mit wieder einer Stimme aus der Tonne ,"
GPT2-large,62,Und wieder mit der Stimme aus dem Kanon .
GPT2-large,62,"Ist sie nicht schön , warum ist sie nicht herzig ,"
GPT3,63,"Wem das erschlossen ist , der es nicht kann"
GPT3,63,"Wer weiß , daß alles eitel ist und nichtig ,"
GPT3,63,Und doch nicht wie ein Narr sich angeklagt
GPT3,63,"Zu leben , wie die andern , die es niemals"
GPT3,63,"Zu wissen trachten , ist ein großer Schatz"
GPT3,63,"Wer weiß , daß alles Nichts ist , hat gewonnen ."
GPT3,63,Was kann die Welt ihm noch an Gutem tun
GPT3,63,In ihrem Nichts ist alles Gut enthalten
GPT3,63,"Und muß es sein für ihn , weil er es weiß"
GPT3,63,und allen Dingen selbst den Wert gegeben .
GPT3,63,"Ihm ist die Welt nicht nichts , weil er es weiß"
GPT3,63,"Wer immer weiß , daß alles nichts ist , ist ein"
GPT2-large,64,Ich ging den Pfad der alten hütten
GPT2-large,64,Zu meinen Füßen sang ein lachen
GPT2-large,64,Ich ging den Weg der leeren Straßen
GPT2-large,64,"Und schritt den Bach hinab , den steten"
GPT2-large,64,"Ich nahm , mit meinem lieben wagen"
GPT2-large,64,"Mit meiner Sehnsucht , meinem lieben"
GPT2-large,64,Und meinem Traum vom ewigen Frieden !
GPT2-large,64,"Ich ging den Weg der leeren Wogen ,"
GPT2-large,64,Ich ging den Weg des schnellen Windes
GPT2-large,65,"Willst du der Menschheit Schicksal lesen ,"
GPT2-large,65,"Sprich Was sie will , sie will es so !"
GPT2-large,65,Zu ihren Füßen lehnst du nieder .
GPT2-large,65,"Da wards der Seele , die sich regt ,"
GPT2-large,65,"Umsonst , es säuseln ihre Triebe"
GPT2-large,65,Es ließ sie kalt Sie sank ins Grab .
GPT2-large,65,Ich weiß es längst Die schönsten Blüten
GPT2-large,65,Ich sah sie blühn auf Ihrem Grab .
GPT2-large,65,"Es kündet , wenn das Leben schwindet ,"
GPT2-large,65,Daß schon im Himmel eine Welt
GPT2-large,66,Wie der Maler auch die Form mag
GPT2-large,66,Eines ist mir wichtig ganz enorm
GPT2-large,66,Dieses ist der feste Grund nicht
GPT2-large,66,Sondern dieser feste Grund ist
GPT2-large,66,Meine festgebaute Welt ist
GPT2-large,66,"In mir selber ist die Kraft da ,"
GPT2-large,66,Diese ist der feste felsen
GPT2-large,66,feste Grund ist meines Strebens
GPT2-large,66,Achillesferse ist die nase
GPT2-large,66,Hesper ist ein schöner Name
GPT3,67,"Karl , der schaute eines Tages her"
GPT3,67,"Auf dem Feld , auf Kant und da drin"
GPT3,67,Sass der Hamster in der Sonne blitz
GPT3,67,"Dachte Ach , was bin ich tapfer"
GPT3,67,Als ich herkam Kant zu mir nahm
GPT3,67,Sagte Ach du armer kerl ick
GPT3,67,Bin ein armer weiser Hamster so
GPT3,67,Bist gefangen in der Welt mir
GPT3,67,Egal was kommen mag nach mitternacht
GPT3,67,Wenn die Sterne funkeln so hell
GPT2-large,68,Und aus des Lebens frühe tagen
GPT2-large,68,Aus deiner Schönheit strahlt sie noch !
GPT2-large,68,Der andre Tag ist gleich der letzten
GPT2-large,68,"Die mit dem Morgen sie verweht ,"
GPT2-large,68,Und wie das Licht auf ihrer krone
GPT2-large,68,"Sie wieder auseinander reißt ,"
GPT2-large,68,Ist ihre Schönheit so gegeben
GPT2-large,68,"Und wieder ist von dir entfernt ,"
GPT2-large,68,Auf daß sie niemals ganz vergangen
GPT2-large,68,Aus dieser Schönheit mag die Kraft
GPT2-large,69,Und als der Abend war es ? dem König nah
GPT2-large,69,Was fandest du des Todes Schatten ii
GPT2-large,69,Was fandest du des Todes Schatten da ?
GPT2-large,69,"Des Todes Schatten , der aus seinem Grab"
GPT2-large,69,Herunter auf die Erde es tost schon
GPT2-large,69,Wo er die Glieder ihm zum Himmel hebt
GPT2-large,69,Was fandest du des Todes Schatten denn
GPT2-large,69,Und wie du mit Entsetzen ihn umfast ?
GPT2-large,69,Was fandest du des Todes Schatten da ?
GPT2-large,70,"Ein Widerspruch in sich , ein schlecht erfunden"
GPT2-large,70,"Das hört ihr lieben Herrn , was ich gefunden ,"
GPT2-large,70,Zu eurem ewigen Mühn und langem wählen
GPT2-large,70,"Zu eurem langen , frägen losen Wollen"
GPT2-large,70,Und eurem kleinen Wünschen feig und allein
GPT2-large,70,"Das müßt ihr endlich euren deutschen Seelen ,"
GPT2-large,70,Den tausend armen alten deutschen völkern
GPT2-large,70,"Die deutsche Poesie vergeß ich nimmer ,"
GPT2-large,70,Das müßt ihr endlich euren deutschen herzen
GPT2-large,70,Das müßt ihr endlich euren deutschen Herzen
GPT2-large,70,"Vertraut ihr meinen ernsten , tiefen ohren"
GPT2-large,70,Ihr toten Herzen sollt ihr wieder hören !
GPT2-large,70,Ihr armen alten deutschen sklaven haufen
GPT2-large,70,"Ihr wolltet lieben , lieber wolltet gaffen"
GPT2-large,70,"In meine offne wüste , wüste Wüste"
GPT2-large,71,"Das Leben , ach ! ist allzu kurz"
GPT2-large,71,"Ein Tor , der sich , wie er gesehn ,"
GPT2-large,71,Aus Nichts heraus im Rausche etc
GPT2-large,71,"Ein Nichts im Rausche ja , ein Tor ,"
GPT2-large,71,"Der Schalk , und wenn er sich verstand"
GPT2-large,71,"Ein Tor im Rausche ja , ein Hund"
GPT2-large,71,Von ehre Gott zum Rausche etc
GPT2-large,71,"Was bin ich selbst ? Ein Stern im Glanze ,"
GPT2-large,71,"Der , wenn er in die Nacht verkehrt"
GPT2-large,71,"Im Rausche ja , im Rausche mehrt"
GPT3,72,Das All ist groß und unbegreiflich
GPT3,72,doch wir sind klein und unbedeutend
GPT3,72,"Es ist die Frage aller Fragen ,"
GPT3,72,doch keiner kennt darauf die Antwort
GPT3,72,Wir suchen nach dem Sinn des lebens
GPT3,72,doch niemand kann ihn lebend deuten
GPT3,72,"Es ist die Frage aller Zeiten ,"
GPT3,72,doch niemand kennt darauf die Lösung
GPT3,72,Es ist das Rätsel aller götter
GPT3,72,doch wir sind nichts als nur ein ozean
GPT3,72,Auf einem Blatt im blauen Ozean .
GPT3,72,Das All ist groß und doch sind wir n
GPT3,72,"Was bin ich selbst ? Ein Kind der Erde ,"
GPT3,72,Der Schatten eines reinen menschen
GPT3,72,Der halbe Weg von Gott zum Menschen
GPT3,73,war das nicht einmal eine kluge rede
GPT3,73,"Denn wenn es nichts und niemals etwas gäbe ,"
GPT3,73,Wer könnte dann von nichts zu etwas machen
GPT3,73,Und nichts zu nichts sich wieder wollen neigen .
GPT3,73,Doch weil es etwas gibt und man es finden
GPT3,73,Kann man von nichts zu etwas sich erheben .
GPT3,73,Und nichts zu nichts sich wieder neigen möchte
GPT3,73,In immerhin ist das die ganze Frage .
GPT2-large,74,"Schrei nicht so , du armes opfer"
GPT2-large,74,"Schrei nicht so , du armes wesen etc"
GPT2-large,74,Ich bin groß und laut und ewig jung .
GPT2-large,74,Mußt mich immer doch ertragen jetzt .
GPT2-large,74,Oh Bin immer noch ein klein pferd
GPT2-large,74,Ich Ich bin ich bin ja nur ein ro
GPT2-large,74,Ich und du Wo bist du jetzt hin ?
GPT2-large,74,Bist du etwa nie zu Hause sein
GPT2-large,74,dann wirst du auf einmal mir so
GPT2-large,74,"Schrei nicht so , du armes kind ich"
GPT2-large,75,Wenn sich die ganze Schöpfung seinem wille
GPT2-large,75,Und einmal nur ihn sah ! in ihrer Fülle
GPT2-large,75,Mit damals ungeahntem Reichtum zeigte
GPT2-large,75,"Der Menschheit ganzer Schwung und ihre Reiche ,"
GPT2-large,75,Als in des Urlichts tiefverborgnem wirken
GPT2-large,75,Aus ihrem tiefen Purpurflor hervorkam
GPT2-large,75,"Ein göttlich Angesicht , der Schöpfungsseele"
GPT2-large,75,Was sah ich leuchten in der Wasserhülle ?
GPT2-large,75,Was sah ich wimmelnd aus der Luft sich brechen
GPT2-large,75,Was sah ich winken unter allen Bäumen !
GPT2-large,76,"Wie , den letzten Rest ? Sie selbst ist"
GPT2-large,76,"Na , wer denn , der arme teufel !"
GPT2-large,76,Sie ist also meine Sense eben
GPT2-large,76,"Sie Sie ich Sie , die mich auf den"
GPT2-large,76,Rücken dann zum Lolly sich wund
GPT2-large,76,"Na , das wäre ja zu viel !"
GPT2-large,76,"rufen Das ist meine Sense mein ,"
GPT2-large,77,Du selber hast dein ganzes essen
GPT2-large,77,du selber hast das höchste Wesen
GPT2-large,77,Des Menschen seine höchste summe
GPT2-large,77,"Und dennoch siehst du dich , die Sonne ,"
GPT2-large,77,"Die Sonnenblume , sie ist nicht so"
GPT2-large,77,"Du selbst , der Mensch , das Tier , die Schlange"
GPT2-large,77,Wie du der Gottheit kannst ergeben
GPT2-large,77,Du hast dein ganzes Selbst gegeben
GPT2-large,77,Und doch du hast des ganzen Lebens
GPT2-large,78,Was hab ich vollbracht ? Na iss gut
GPT2-large,78,enkel Das sollst du nicht mehr tun !
GPT2-large,78,Aber was tu ich nach ? Ach so viel
GPT2-large,78,"Stumm und heimlich , still und sehr ernst ,"
GPT2-large,78,daß mich niemand hört und noch spricht
GPT2-large,78,worte Was soll das uns sein ?
GPT2-large,78,Ohne Müh und Müh und Müh zu
GPT2-large,78,sterben das ist ja das Leben ja
GPT2-large,78,wenn nicht auch der Tod nicht wäre
GPT2-large,78,Wenn der Tod nicht bitter wäre dann .
GPT2-large,79,Über dem guten alten ächten deutschem lande
GPT2-large,79,Floh aus Floh aus deiner Floh aus deinem Herzen wand
GPT2-large,79,"Dürstend , immer durstend ziehts aus uns rer Nase ,"
GPT2-large,79,unser Hüfte schlürft der Schweiß aus allen Poren wund
GPT2-large,79,Ach zurück die gute alte deutsche Zeit du !
GPT2-large,79,"Da uns Gott der Herr verband Für gute Zwecke ein ,"
GPT3,80,Was bin ich selbst ? Ein Kind der erde
GPT3,80,Der Schatten eines Traumgesichtes
GPT3,80,"Der halbe Weg von Gott zum Werde ,"
GPT3,80,Ein Engel heut und Teufel morgen .
GPT3,80,Doch alles dies ist nur Gedanken
GPT3,80,Nichts etwas weiter als dasselbe
GPT3,80,Sie alle beide sind vergangen .
GPT3,80,Was wirklich bleibt ist nur die Stille
GPT3,80,Und wenn ich nach der Nacht gehöre
GPT3,80,"Ist alles , was ich bin , dasselbe"
GPT3,80,"Ein Kind der Erde , Engel , Wölfe"
GPT3,80,Und Schatten alles nur Gedanken .
GPT3,80,Was bin ich selbst ? Ein Kind der erde
GPT3,80,Der Schatten eines Traumgesichtes
GPT3,80,"Der halbe Weg von Gott zum Werde ,"
GPT2-large,81,Ich seh im Auge dich sich wieder
GPT2-large,81,Und es muß wohl sein ! was die wesen
GPT2-large,81,Dir so lebendig werden liehen ?
GPT2-large,81,"Bist du nicht auch ein Geist gewesen ,"
GPT2-large,81,Der einst im Vaterland der sagen
GPT2-large,81,Mit heilgem Götterhass sich wendet
GPT2-large,81,Zu uns ins Alpenland gezogen ?
GPT2-large,81,"Bist du ein deutscher Mann gewesen ,"
GPT2-large,81,"Vor dessen dumpfem , bleichen Walten"
GPT2-large,82,Als ich von meinem Schüler Abschied nahm
GPT2-large,82,Der dieses Büchlein in die Hand mir stellte
GPT2-large,82,"Mein liebes Bild in meinen Sinnen trug ,"
GPT2-large,82,"Als meine Seele , von Vergangnem trunken"
GPT2-large,82,"Vom Wahn zu werden , mich nicht wieder rief"
GPT2-large,82,Wenn ich durch meine Träume sann und denke
GPT2-large,82,"Als hin und her den lieben langen Abend ,"
GPT2-large,82,Als in die Ferne meine Blicke strichen
GPT2-large,82,Und plötzlich meine Seele sich verband
GPT2-large,82,"Als ich , vom sanften Widerhall der jahre"
GPT2-large,82,"Geläutert meine , wieder nahte ihr ,"
GPT2-large,82,"Von einer fremden Hand berührt die Locken ,"
GPT2-large,82,Die Federn auf dem Lockenhaar empfand
GPT2-large,82,Und wie von einer andern Welt voll Anmuth
GPT2-large,83,Hast du dann ein liebes sagen
GPT2-large,83,bitte lieber süßer nimmer sein
GPT2-large,83,"meinen Traum vergiß , umnachtet"
GPT2-large,83,"auf der Erde bin ich auch nicht mehr ,"
GPT2-large,83,du hast mich bist mir nicht viel
GPT2-large,83,Aber dabei mein eigen sich sein
GPT2-large,83,"wer das kann und dennoch so spricht ,"
GPT2-large,83,das hat was mit seinem Leben Sinn .
GPT2-large,83,In der Nacht und wenn es Tag wird
GPT2-large,83,ist das auch das was du sein willst ?
GPT3,84,Ich bin hier und du bist dort ich
GPT3,84,kann dich sehen doch du mich nicht mehr
GPT3,84,Ich bin tot und doch nicht nur nichts
GPT3,84,Ich war hier und du warst dort und du
GPT2,85,Im späten fünften Monat lag die Stadt
GPT2,85,Der lange Krieg hat sie in großen Brand
GPT2,85,Vom ersten bis zum letzten Brand gebaut
GPT2,85,In unserm Innern rann viel Blut und Glut
GPT2,85,Bis auf den ersten Stein der Erde fiel
GPT2,85,"Der letzte andre Tag war kräftger Sieg ,"
GPT2,85,Von Blut und Weihrauch war das Haupt bestimmt
GPT2,85,Ein Heer von toten Helden ward bestaunt
GPT2-large,86,"Was mich still beglückt , und du"
GPT2-large,86,"O du meine ganze schönheit ,"
GPT2-large,86,Klein und groß und nah und ewig neu
GPT2-large,86,"Klein und groß und fern und nah sein ,"
GPT2-large,86,"Ist mir , ist mir stets ein Fest war"
GPT2-large,86,"Drum wie ich dich habe liebe ,"
GPT2-large,86,Klein und groß und nah und so weit
GPT2-large,86,Klein und groß und nah und fern ist
GPT2-large,86,So als sei mein ganzes Sein ihr
